,ENT_LOC,ENT_LOC_U,ENT_MISC,ENT_MISC_U,ENT_ORG,ENT_ORG_U,ENT_PER,ENT_PER_U,POS_ADJ,POS_ADP,POS_ADV,POS_AUX,POS_CCONJ,POS_DET,POS_INTJ,POS_NOUN,POS_NUM,POS_PART,POS_PRON,POS_PROPN,POS_SCONJ,POS_SYM,POS_VERB,POS_X,adj_mod_nounc,nphrases,nphrases_length,objects_exc,objects_exc_u,objects_inc,objects_inc_u,stopwords,wordcount
1897_HansenJ_EnKritiskTid.0,31.0,28.0,17,16,8.0,8.0,126,54,1472,2110,3075,1472,699,1424,98,3123,97,295,3373,205,392,1105,2944,144,666,1395,3336,425,337,160,101,11400,22028
1897_HansenR_NielsArnam.0,389.0,172.0,170,84,70.0,46.0,1365,166,3281,5997,6071,3117,2289,3473,421,8978,158,631,7223,2028,1236,2844,7644,369,1745,3700,8849,1149,756,453,207,27175,55760
1897_IbsenA_FroekenStudent.0,101.0,56.0,60,52,32.0,29.0,949,143,3948,7256,7039,2716,2873,4260,486,10721,236,663,8173,1366,1082,3966,8523,500,2221,4318,10521,1463,888,538,227,30076,63808
1897_Jansen_KonsulensBoern.0,94.0,55.0,47,41,7.0,6.0,1223,122,3450,4738,5534,2740,1833,3050,167,7148,81,655,5752,1355,889,2577,6298,237,2096,3370,8765,801,543,336,154,22603,46504
1897_Janson_Mira.0,17.0,10.0,7,7,3.0,3.0,198,46,2113,3565,3082,1739,1385,2493,39,4739,19,380,5233,220,684,1863,4844,230,1281,2534,6243,681,394,214,91,16862,32628
1897_JoergensenJ_DenYdersteDag.0,61.0,42.0,40,39,11.0,11.0,384,74,1921,2451,2241,901,1482,1797,24,4155,52,213,2287,662,244,544,3056,159,1332,2216,5667,495,383,220,142,10556,22189
1897_Keller_Medailloner.0,17.0,14.0,3,3,,,57,9,655,962,1269,426,630,711,39,1438,27,62,1522,77,225,225,1512,35,383,737,1852,187,132,64,44,5154,9815
1897_KragT_UlfRan.0,74.0,39.0,55,41,17.0,16.0,642,99,2705,3928,4644,1980,2237,2657,142,6216,126,344,5536,903,878,678,6020,272,1344,2677,6336,926,633,307,173,19709,39266
1897_Leopold_PrinsesseCharlotte.0,753.0,392.0,411,302,266.0,129.0,1956,756,7674,9905,11717,3943,4197,5286,223,16277,254,755,8762,3764,1139,3046,11977,1380,3822,6160,15595,2273,1511,601,278,39845,90299
1897_Loft_HistorienOmTroelsNikolaj.0,103.0,38.0,33,23,17.0,14.0,534,82,1624,2668,2472,1141,1194,1723,17,4327,88,298,2693,677,663,431,3571,182,1029,1899,4742,480,367,233,142,11290,23769
1897_MadsenJF_Firkloeveret.0,58.0,28.0,17,17,16.0,10.0,814,65,1509,3011,4398,1603,1422,1704,168,3701,94,422,3734,1075,660,1384,4041,199,843,1941,4750,476,346,206,122,14678,29125
1897_MadsenN_Solopgang.0,61.0,33.0,47,31,21.0,11.0,872,84,2996,4380,6174,2831,2269,3231,522,6755,80,559,6498,981,1039,2312,6663,316,1658,3485,8544,725,446,310,143,23936,47606
1897_MadsenO_LysetsBoern.0,275.0,173.0,241,136,35.0,35.0,731,173,3287,4293,4506,1647,1607,2807,204,6863,84,346,4232,1421,492,1985,5156,418,2064,3425,9061,920,696,329,177,17133,39348
1897_MadsenT_UnderKundskabensTrae.0,76.0,33.0,30,28,10.0,8.0,1073,87,2444,5364,8098,3635,2362,2454,602,5536,125,643,10151,1399,1155,1977,8348,679,872,2368,5583,938,496,241,113,29696,54972
1897_MallingM_Munkeboda.0,189.0,78.0,154,90,34.0,34.0,1584,195,3353,5552,6355,2151,2123,2868,151,7018,130,682,5295,2269,1021,1956,6226,347,1991,3582,9338,962,647,318,157,21852,47497
1897_MoellerO_Overmennesker.0,96.0,57.0,43,39,18.0,13.0,639,124,2734,4194,5251,2211,1415,2626,193,5992,105,603,5308,882,699,1383,5274,398,1341,2632,6309,759,591,298,168,19554,39268
1897_NielsenA_FraLandet.0,153.0,90.0,104,71,155.0,28.0,2378,330,5948,9486,16282,7663,4939,6226,2198,14730,312,1438,16777,3230,2600,6045,16734,4073,2994,6648,15941,2721,1479,925,306,57416,118681
1897_NielsenA_Skolemesterliv.0,72.0,43.0,32,27,8.0,8.0,963,108,2497,3875,6156,3594,2204,2595,609,5680,180,713,7094,1216,1029,2645,6430,367,1314,2934,6974,824,555,364,179,24785,46884
1897_NielsenJ_DenGamleDegnsErindringer.0,166.0,75.0,55,44,19.0,18.0,621,117,2772,5056,6067,2783,2877,2878,424,6959,517,737,7491,934,1110,2192,7057,1243,1237,2824,6833,1015,629,356,177,25980,51097
